annual_revenue,net_profit,revenue_growth_yoy,profit_margin,documents_count,company_age,funding_rounds,risk_score
595179,2128679,0.065403086,0.14878782,4,11,3,55.53782721
3092382,646974,0.255125858,-0.018004951,9,9,0,45.55999269
4799707,962075,0.237462544,0.121108369,2,9,2,68.77927887
3163865,-87472,0.146305292,0.06560605,1,10,5,43.65317082
413560,903690,0.236917924,0.08579828,8,3,3,53.18039536
2990287,-14788,0.410635231,0.029027967,9,3,0,61.09619334
886938,1432357,0.303448297,0.202369595,7,4,6,49.97968108
6386344,-54415,0.083078979,0.152804327,8,12,1,33.08470235
4716597,1065650,0.206618941,0.028216019,4,7,6,29.73469999
1277122,456105,0.123404022,-0.013422742,4,3,0,38.5647983
1955454,2189075,0.17347601,0.053002916,2,10,0,54.33850822
1133461,422909,0.17036612,0.110415185,8,8,0,26.21014489
3070407,-2159548,0.16268253,0.096814409,2,11,3,51.73876347
8496308,2392882,0.069383755,0.167719298,9,8,0,45.80738173
1219893,-858598,0.204681438,0.135294381,4,6,1,17.44048978
5411552,-480649,0.152727084,0.147869832,1,4,3,50.86363467
1923664,-393491,-0.131533843,0.102879878,4,11,6,42.55457823
1479370,2561657,0.466356643,-0.017250911,3,12,1,30.0905642
2937206,-2703511,0.350652359,0.066301103,6,11,4,42.29371431
1160959,5206622,0.174843913,0.154206282,7,5,6,30.79028158
1879188,2084085,0.222258286,0.076393395,8,12,0,44.45809716
986700,834858,0.079401478,0.115216326,2,2,5,36.97671335
23317743,417658,0.423486745,0.057687618,6,13,5,12.46136382
3386351,928331,0.447674643,0.007913171,6,6,3,37.51535881
1623791,1281683,0.238803247,0.071365916,5,3,5,32.03168988
4048997,1467823,0.342823677,0.101633321,7,6,6,51.44055438
2921687,1333406,0.241034413,0.03410186,3,12,3,55.83583293
2620905,634371,0.059592947,0.063500213,4,5,6,30.83796829
6041523,203992,0.170581196,0.014237573,9,14,0,25.79088142
6972662,273090,0.235831356,0.158347144,4,2,2,9.75722714
1923195,207637,0.165454274,0.059388097,3,12,2,25.34733179
1837987,2200655,0.193761607,0.181692888,2,13,1,34.18116206
2482926,1390335,0.209032053,0.18701235,5,14,0,15.89325995
327118,-3910582,0.21029458,0.074326782,4,5,5,56.07645866
718419,1483851,0.226271019,0.009408589,8,5,0,44.71891529
12824580,792104,0.092727392,-0.066012851,7,14,4,37.83249915
16936264,471936,0.133958062,-0.023042595,6,9,2,39.69991652
2548368,-82777,0.065849888,-0.016168438,2,11,5,45.50880916
5818522,2186169,0.337337866,0.176492874,3,8,6,51.3957096
4462635,1921289,-0.032677633,0.088107721,9,12,6,54.56213746
71049033,-659316,0.358430841,0.107272317,9,12,2,34.43564208
10014803,1110578,0.386361928,-0.075429471,5,7,0,37.44517096
2876493,-957485,0.18373833,-0.00385765,3,12,5,43.11346191
1257277,-1569427,-0.092376451,0.142095584,2,13,1,36.7102961
655762,-440075,0.176642733,0.100074188,8,14,6,55.70171349
4006640,1793590,0.212297901,0.06969563,6,3,0,62.09180389
1534398,1929687,0.098728214,0.119538965,7,10,1,46.19331966
788388,1269628,0.158173793,0.194505846,1,4,5,23.65255046
1712435,1587643,0.403623424,0.064527028,1,6,2,49.15122017
1108426,1274267,0.299791259,0.084855886,2,3,4,46.90658298
17665809,-462222,0.109052306,0.093481784,3,11,3,22.14324354
7894206,1147883,0.0282881,0.247447674,1,9,2,46.88679927
3243058,1700614,0.180757922,-0.066954939,5,8,1,30.20457066
14359813,1631436,0.194385186,0.127825611,3,6,0,53.42968867
3531976,2283370,0.279543902,0.071963843,1,4,6,49.00486939
1381548,1562455,0.155761994,0.119674021,8,7,5,44.0137577
14993451,1027172,0.281379949,0.033983921,6,13,2,40.69384121
5603545,2105225,0.452218485,0.076572448,9,11,6,5
1158635,460218,0.317860123,0.129798741,3,3,6,18.14304812
2702428,-822811,0.214229379,0.297903714,9,10,4,37.64557804
1361886,255399,0.198021943,0.136562533,9,8,5,67.34890386
820115,-617353,0.177199224,0.020635408,1,1,1,50.16425923
8253744,-512767,0.361676909,0.050336822,3,3,5,72.65283392
22063090,283221,0.144722386,0.048261012,6,11,5,41.49376949
807285,-688629,0.225426725,-0.045695022,8,5,0,39.44468625
5739996,38057,0.226143748,0.056893687,4,5,3,65.65225336
1705480,-2340422,0.159785897,0.131298036,5,10,6,37.13414251
2008451,819940,0.055304134,-0.009196248,9,14,1,22.24354168
1807772,501808,0.25875694,0.153393786,6,2,0,45.70157412
1377814,-725632,0.212679523,0.114144237,7,10,6,60.20525168
3431546,1488868,0.280028856,0.028603667,7,8,3,25.13294476
1424098,1906355,0.155967963,0.070092925,4,5,0,50.60278371
4284253,-1911339,0.366498556,0.191882527,4,7,3,38.32174284
3108845,-644087,0.114787146,0.131348347,4,7,3,48.12429612
2574206,-653713,0.425444834,0.080614856,5,14,3,45.64360979
1319068,-909854,0.010283619,0.063362168,5,5,0,32.54252095
1836236,1744212,0.272172408,0.085362635,8,8,5,38.0886185
6957920,209260,0.277051682,0.044176551,9,9,3,33.64189912
5394644,103227,0.124533152,-0.067332465,2,4,5,42.13746796
1229901,-2505793,0.270927273,0.222952454,7,4,6,24.77025038
3610411,1453127,0.37354224,0.09087275,1,8,6,29.07247116
6930116,-1358887,-0.046018261,0.107870309,1,1,1,32.5487127
615749,589898,0.280329377,0.075946458,4,4,4,47.0506523
5628537,916065,-0.079192498,0.028541824,7,6,5,14.52038927
1685168,2540987,0.104120224,0.066985286,2,13,6,38.07166657
5783957,-1463230,0.415499964,-0.031957633,2,4,4,27.25223804
1523835,-4029268,0.150186156,0.239396055,1,6,3,32.59458555
537733,775774,0.079134404,-0.00641584,2,5,4,28.11695444
642073,3200766,0.196247473,0.00776236,7,14,4,43.50229566
3430048,2358419,0.468148761,0.049181856,9,9,3,37.17196069
4238510,814489,0.00019813,0.170165301,6,10,5,52.80898403
1323358,-237454,0.093842811,0.08101563,2,9,3,47.2311653
6190908,1710683,0.399691802,-0.006529506,9,4,1,12.33317048
620623,-960319,0.442924281,0.167803685,7,13,2,22.72001697
3059983,1214536,0.207588253,0.131170044,1,14,0,36.88406885
973821,1258205,0.071313676,0.117690447,9,4,3,39.22716651
1703446,2090314,0.47150122,0.130101397,2,12,3,24.30794614
3427695,4639490,0.411333087,0.247605333,4,8,4,63.47153867
1382752,1088623,0.301473639,0.232956643,9,10,1,55.56437933
2225393,-263445,0.122511718,0.031929926,4,4,6,10.39466484
8942205,461638,0.214116479,0.193671949,3,2,6,46.21767449
1836015,-2153613,0.20075679,0.106821773,1,13,4,39.17566234
7539693,-542069,0.259702157,0.114936707,7,13,5,62.38975073
1056310,-113923,0.394120173,-0.038458958,6,14,3,11.7420893
5552751,-286132,0.325530045,0.068072996,4,2,3,77.0773866
13819188,728532,0.090714871,0.023102349,6,1,4,24.82697809
276055,-733629,0.385179574,0.137964117,6,5,3,46.81348274
1473431,2181546,0.257575857,0.154975635,4,6,5,29.08557442
5821521,500310,0.302447896,-0.065214045,6,9,2,33.22913946
2668306,486049,0.395984903,0.07845756,8,5,0,9.590476189
4738095,8157,0.08661037,0.158530305,3,13,0,61.54396175
1786939,732786,0.215700931,0.066932473,4,6,0,35.14634766
3564697,1737647,0.156225454,0.131034455,1,6,2,36.37015757
2797740,-800695,0.031856869,0.104581583,4,3,3,81.6246743
10509414,-487174,0.261605197,0.103916216,9,12,4,57.26996876
4216098,44410,0.521386786,0.061007952,8,4,6,27.96949703
4581800,-1518806,-0.000809329,-0.005160656,4,1,1,29.01539379
2165415,-728886,0.216126327,0.00149289,7,4,3,44.67642179
2007486,-214331,0.296865152,0.129654676,3,1,2,53.87313844
2121092,1811583,0.234769384,0.081362078,9,5,5,71.5439569
4849819,893841,0.206424634,0.070304143,4,11,2,11.05421154
2145783,790384,0.064094036,0.050327697,2,11,6,53.08634753
4367821,1776346,0.247934409,0.058636781,5,8,0,55.97804761
26046678,293942,0.129188323,0.153283826,2,8,3,25.78887668
7811633,1085697,-0.042790605,0.056532914,6,5,6,33.51532177
2359538,345167,0.363351066,-0.01387453,1,14,0,10.6540304
10866703,898043,0.335006298,0.132055624,6,10,1,30.98391348
2173663,-374137,0.226199317,0.065658634,4,2,5,44.17769353
425864,-3158225,0.247488963,0.082197711,3,12,0,68.69411431
1192918,298581,0.348918162,0.192530481,2,6,1,70.35457826
503434,2634122,0.246920759,0.078560761,7,1,2,21.47260897
2300153,1889323,0.328482107,0.100242857,9,7,0,66.24146524
3329785,1948096,0.184302136,-0.002524644,3,11,0,5
17477716,2354196,0.377438049,0.064623138,6,4,4,29.47126147
4533148,632986,0.258494287,0.122666823,9,5,5,34.56741807
2625808,795973,0.243286233,-0.028876161,2,6,5,44.53220903
7492443,-426477,0.067592669,0.094059157,7,11,6,41.91718613
358206,25890,0.254434703,0.087055375,5,1,2,46.58257344
4137550,1423656,0.12016541,0.082890122,5,9,4,36.70676634
7066424,2305826,0.143406073,0.152601123,7,10,6,57.27259639
745204,290830,0.122154925,0.103410696,9,4,1,52.45304147
10259904,-175283,0.092051808,0.183465033,4,8,6,34.78786831
4585897,500791,0.474972568,0.010448734,9,5,1,55.16308642
2158042,1401810,0.379760687,0.08951472,9,11,2,77.23183613
6155040,-1665782,0.4504441,0.085912675,4,8,5,27.88134781
31664060,-2944271,0.073252598,0.005152185,3,1,1,70.15605729
3921035,-325805,0.22855045,0.14694065,2,8,2,29.4974443
4190038,-1331068,0.064779085,0.242727131,9,11,6,65.38586721
2064996,-262210,0.136516615,0.078809575,2,13,1,30.17315199
1397444,278329,0.109824762,0.115351476,6,11,3,53.78192365
7499416,-179872,0.368750081,0.085916293,5,4,0,43.23339599
1388752,2678701,0.172452439,0.030049073,5,2,6,7.865347577
3511543,990117,0.34820552,-0.047453219,4,11,5,74.4799427
2027557,950711,0.292494507,0.030595856,6,6,6,23.8818642
5277588,1433310,0.49643665,-0.017437087,5,2,3,17.1472124
4563781,-1208249,0.042466693,0.199287145,4,5,2,28.49010195
9226035,2058667,0.371107989,0.071942321,9,2,2,85.5624502
1962998,386353,0.357572904,0.055785647,6,3,6,17.43315542
2495812,1505720,0.103194539,0.142240768,3,11,3,43.20838332
1228416,-1107785,0.340856,0.001477423,6,6,6,19.78307813
2096346,-1830638,0.260337396,0.026319517,1,1,0,22.86925171
4767346,1726834,0.192702849,0.084765059,5,6,0,11.21039376
6969044,1064614,0.121127742,0.152013829,6,3,4,45.67302767
1299947,-853077,0.133706866,0.115117953,8,7,1,37.09804268
7799778,-804494,0.465977451,0.09738276,9,2,4,19.63540762
12681285,2188152,0.220081938,0.085468241,3,14,0,55.71766242
4942762,-1284117,0.3138556,0.10801651,2,6,3,57.61697287
21354986,2964009,0.125092074,0.094115703,4,8,1,47.32993495
1507873,-850931,0.126417646,0.007901941,8,1,3,61.07205891
941608,1457587,0.349838177,0.083225546,8,11,4,33.71781521
551986,7072,0.058050855,0.004841794,3,11,2,45.80274454
14592880,1404781,0.170174348,0.085675778,4,13,3,33.78730617
6289333,-316171,0.224083289,0.046354644,3,9,4,12.86800388
3092267,255810,0.233364712,0.257756714,2,5,4,43.94643521
4325198,561378,0.198508806,0.077207393,4,5,4,42.85620231
1060775,-1003281,0.267498374,-0.01829677,6,13,2,39.45650246
37721922,1611236,0.303142691,0.070607385,5,12,2,46.72975702
3719951,-269820,0.308156505,0.116355112,3,5,6,65.41424381
3646924,157100,0.101703543,0.197135476,2,6,2,36.32044033
6754818,-991524,0.185901388,0.038738332,9,2,1,22.77096215
5288309,-3343500,0.363371543,-0.030769958,1,6,2,35.54048183
4089298,213458,0.327357663,0.137178591,9,14,2,37.5368794
1482922,4118923,0.055256866,-0.016641909,1,11,2,57.70459433
5238094,1676906,0.262177588,0.049469119,7,4,3,41.91993586
21466937,471109,-0.01738703,0.061966566,6,8,2,19.33259156
12552369,105663,0.225632188,0.075125658,7,13,1,54.49824154
16081604,533698,0.447732042,0.128241512,3,11,4,51.6123011
1960645,1320678,0.106252874,0.0321456,3,9,3,41.92784413
1215170,-1271219,0.119881235,0.060838952,1,9,0,57.06843635
2882628,2171482,0.311683574,0.079001075,4,8,2,60.0809262
3456354,1573071,0.034863818,0.090471857,2,3,6,33.20607117
9763793,1577278,0.144069396,0.086847902,8,10,6,23.7970978
601712,1157713,0.291572937,0.110520404,3,11,4,39.78622445
15090113,529424,0.143885698,0.139068766,7,11,4,49.65901106
2791227,1509291,0.191683602,0.107484388,7,4,3,38.1036111
2133168,1387721,0.309302285,0.111750987,9,1,6,22.20837551
1188135,-31061,0.27058553,-0.030755622,6,9,0,42.92809551
624772,-360402,0.252018208,0.083515939,1,5,5,5
7445873,652784,0.179305326,0.113565528,8,6,6,34.1597007
3517700,2823530,0.264407334,0.131025884,1,3,6,55.32098619
899900,-1358660,0.205152078,0.031535446,3,11,1,56.29789061
895306,-1701287,0.274936673,0.033867251,5,10,5,5
2336618,747141,0.160368157,0.039812953,8,8,4,36.53348612
17348585,576331,0.198091723,0.117548973,9,7,5,50.78696431
2521611,760012,0.101205065,0.152371674,7,1,6,18.8305227
727127,865929,0.215799087,0.051477792,9,10,4,33.30481585
2556774,165196,0.122679896,0.143557362,3,12,5,61.73890161
2488713,2734795,0.086314426,0.088643587,5,5,4,31.2850585
220381,-1901355,0.251039338,0.071299996,8,10,4,68.77555004
3096258,-742745,0.245528773,0.065203104,1,9,3,26.6586571
2594917,345117,0.313944848,0.132262796,8,12,0,65.37784309
6558066,-1964783,0.168264932,0.102790447,7,11,4,40.60414399
20768668,236218,0.268966342,0.23930778,1,12,1,24.19010883
10085053,2992205,0.286095709,0.020344275,6,6,6,65.43785349
2498275,531329,0.273372857,0.116267119,1,8,6,18.28345084
1081083,846051,0.120921558,0.042955929,2,10,1,25.67249961
42856153,-1390247,0.237923618,0.019149911,5,1,2,48.81854933
3468450,-424542,0.263696836,0.0792393,2,10,4,41.4547131
3314871,-62794,0.220861416,0.089614674,1,11,4,44.93134761
3191095,23427,-0.030377319,0.284272149,6,7,4,33.37027018
3985147,2422465,0.239258755,0.067109793,8,3,5,18.4109168
2829582,1336536,0.485503725,0.000887489,8,9,4,28.25939627
1841954,-1167186,0.176795288,0.09911075,8,6,4,63.76718707
1891992,869757,0.132630748,-0.065224803,6,5,1,15.93434387
3163680,1247332,0.264801827,0.073563025,3,8,0,69.6004138
1898501,2210223,0.257485385,0.08112177,1,8,0,45.68546176
1602626,2870811,0.36312822,0.135622027,2,12,2,29.25751169
3636129,-1022641,0.069055821,0.148153557,5,12,1,5
2533273,-716286,0.30776563,0.044750127,5,3,4,6.327659486
14709336,-1386366,0.290850647,0.069457019,1,2,0,33.5940898
230736,148970,0.202942416,0.026371542,1,2,3,31.41320682
9737615,1199537,0.260642478,0.001035621,9,14,3,42.11947434
11365411,1981001,0.343534898,0.101692635,2,5,3,70.94459802
411107,386073,0.324677846,-0.009150988,7,10,4,49.67669229
2320544,20228,0.082837683,0.050976117,4,12,4,37.68360191
2254771,727636,0.318418982,0.010337823,7,7,2,61.90319842
800097,-752714,0.212237367,0.118477823,8,8,6,42.71177068
1501812,3634308,0.228744892,0.206100107,5,10,2,68.79476189
1076713,-1911491,0.228783639,-0.011111159,1,8,2,27.90244672
18854655,777110,0.201970841,-0.049711294,4,13,5,19.33976611
8332535,3535409,0.3630049,0.071257918,3,12,3,5
11658605,510199,0.209953845,0.081098846,5,8,4,38.10259737
6727216,214941,0.085654465,0.095306151,6,10,3,17.77645258
1057003,-36168,0.172776417,0.048757564,2,12,2,17.52154362
1934732,229412,0.241443366,0.065955249,7,11,4,58.6177495
5332733,2559272,0.367505774,0.105725729,3,3,1,9.002170756
963061,-2817792,0.292371362,0.152830162,1,14,0,41.8640525
6669119,2800150,0.117935767,-0.056853414,3,11,0,38.50181122
2570663,-1635935,0.51822279,0.054174239,9,2,2,41.65836067
2247163,100021,0.251773037,0.094966616,6,13,6,64.91384444
6655538,-143866,0.373046889,0.015741673,6,4,3,25.13755654
5097512,1382829,0.201794268,0.201181874,4,1,1,64.92907277
2278513,-1897186,0.284003109,0.035521308,8,3,4,8.316308989
10420960,1193258,0.320736221,0.077109512,5,11,6,51.71333867
1108963,3536464,0.366183365,0.118921547,7,9,3,66.57472082
6052219,-1544761,0.346884197,0.038610065,9,7,2,5
5915586,784559,0.32466364,-0.049260113,5,7,3,39.36292735
2398738,-492973,0.182189592,0.049994183,5,1,2,37.89884839
4529549,1138830,0.151390475,0.152060839,4,7,5,41.29327317
935546,528721,0.259912901,0.056417341,6,10,0,70.80804258
8236013,-462230,0.331975369,0.020749599,2,7,6,26.25464441
2717160,1231808,0.193273516,0.144797055,3,4,0,18.67884646
1938213,3206522,0.347820636,0.056845757,1,7,3,41.42420829
9332460,213644,0.394314009,0.044288743,2,8,1,60.23764194
1616309,1579636,0.11004149,0.090461926,2,3,4,50.0554279
799337,-1439909,0.119569516,0.133952515,8,13,2,40.61779594
689257,-934654,0.203154993,0.246719947,8,10,4,35.87384195
5992444,1208609,0.25691352,0.137906528,2,2,0,5
908518,2726174,0.157051958,0.161188798,6,7,1,50.54552552
18902300,1033420,0.382264321,0.044582366,5,5,1,52.69613049
407611,30412,0.270888023,0.008189233,3,5,4,27.53799577
17831130,498937,0.224733646,0.084363194,5,14,0,31.6350424
4037020,-1375611,0.047690857,0.087501894,5,5,4,21.13187762
2967667,1406772,0.062102102,0.004504108,5,7,3,55.62622251
1895666,1823499,0.25372111,0.067729383,3,9,1,33.41440695
4872589,-178135,-0.035911475,0.107952232,3,11,1,37.31251599
3148275,-205063,0.341516489,0.105227538,4,8,3,51.32675409
9853151,898817,0.201021539,0.11530015,7,6,0,45.88553296
3664592,-155079,0.609171156,0.100367531,2,7,1,50.13906043
3799202,400801,0.49694995,0.044509394,4,9,6,43.14707151
2272492,3649582,0.198226112,0.044026956,4,14,5,43.54813003
3088062,129461,0.20723956,-0.003926598,1,11,5,43.37748138
4447273,-37510,0.339469782,0.204934253,8,6,5,48.15248367
591153,-471312,0.424380713,0.080941526,1,1,2,49.02712765
849000,1616287,0.023436513,0.064260286,8,4,6,17.95525671
6874050,228163,0.005634944,0.014984554,7,8,2,29.25050348
3878136,-474059,0.145355823,0.285496053,9,7,0,36.33955126
2719657,2481956,0.28992851,0.004867038,8,3,3,48.13272862
3329837,2629404,0.279624831,0.049980645,5,10,4,68.75362053
4627751,-400635,0.348372575,0.109108579,8,3,6,25.36198543
1905472,-2299809,0.076036297,0.122014908,3,11,0,55.81573016
1501079,2011270,-0.057937264,0.147055244,7,3,4,29.75896278
3976232,-526944,0.322961703,0.206532596,4,12,0,64.66930304
1228896,1685938,0.120616447,0.115431036,5,1,2,74.42219077
4917214,-2455155,-0.022218544,0.006077844,9,10,5,8.535753515
595654,1838896,0.23740765,0.062013841,7,1,3,34.12599582
9149004,-1316757,0.315181083,0.101548266,4,6,2,5
5244012,1596146,0.205353144,0.224775823,6,14,3,9.582951558
4222887,521409,0.165058194,-0.017846383,7,14,6,10.70454568
8733624,-930909,0.200876532,0.164180355,9,1,4,51.23318755
17287157,-110554,0.175530069,0.092594006,4,5,0,47.8657056
9014726,1529477,0.058234347,0.138648137,3,4,1,54.42240018
518723,658841,0.134238319,0.07286037,8,5,1,50.94249733
909293,1376619,0.282553589,0.021029716,1,7,3,48.73116679
1750096,3464660,0.258601425,0.132561095,9,6,5,42.01342692
3355431,-1846362,0.240167177,0.125810172,1,12,5,37.6441545
5485720,2925818,0.100582182,0.148043988,2,9,3,58.35275918
1582088,656533,0.198219621,0.079068676,8,6,2,40.221002
3940297,-848176,-0.041247806,0.038012458,9,9,1,49.45322167
1535884,-1495470,0.2414172,-0.02911509,7,4,2,5
1773529,216319,0.391462925,0.137356129,3,1,4,18.84875654
800777,1882475,0.043104144,0.109672264,7,1,1,57.64403657
1298560,308676,0.149688679,0.012395216,6,10,4,27.9681712
846034,2766732,0.259492813,0.042299843,2,7,0,14.88356468
1231972,-1676763,0.370341116,0.047326883,3,13,2,51.54326197
9375793,481866,0.166213046,-0.02380891,5,13,3,40.02401786
1265023,-1378590,0.13692996,0.022762232,4,13,1,32.67509492
45461758,1045447,-0.016270777,0.000631875,2,3,2,67.16399744
5353804,1830331,0.232412576,0.051126469,4,2,3,64.07381394
3932697,-131142,0.465049125,0.028291175,8,14,0,36.61893041
1385597,-3406320,0.253283015,-0.033890344,5,6,1,53.00275549
6585032,798422,0.217326522,0.221581316,5,6,4,5
1838319,1155107,0.258649877,0.167677851,3,13,0,59.68046259
3693222,1106442,0.21866896,0.02546864,8,7,5,20.44144284
42290986,2353673,0.122438275,0.099069498,6,5,3,13.86144516
2969606,-1106580,0.31879359,0.109222556,2,8,1,7.865229139
10316687,1520324,0.247091383,0.16337601,2,7,1,6.474065984
1618197,2288761,0.22211359,0.022697648,9,2,6,59.44585974
3156617,-2167881,0.102956077,0.156447475,7,1,6,51.36060477
19207293,979477,0.376420952,0.041646629,9,13,0,26.21452643
1746340,-256269,0.299764329,-0.013510368,6,14,1,55.38818266
20024129,377715,0.1536495,0.130689559,5,9,3,29.29033427
6634221,1021514,0.340218982,0.17035309,1,5,0,45.82568995
1862691,-230842,0.160291499,0.261153628,6,12,4,31.31843752
6152737,-513562,0.126159581,-0.003980769,6,11,0,37.84066368
8645542,551228,0.128835626,0.128924378,3,5,0,23.65245566
6087876,-1130868,0.007471774,0.051313913,3,12,4,26.32328268
679950,-1128737,0.276585086,0.13483511,3,10,5,49.79373126
1579885,1519059,0.000262615,-0.022934269,3,4,6,52.6860214
2552238,-1223191,0.07258674,-0.008393884,7,2,3,32.54576593
3034528,1499468,-0.029070561,0.025688762,2,5,5,12.5402756
6080953,1193886,0.209671637,0.085527483,2,2,5,84.48244681
3904737,-2088710,0.201961545,0.035124311,3,12,5,40.66053985
859972,-516346,0.180796454,0.126133804,7,7,6,45.61853493
4781179,2291164,0.094890677,0.151882623,3,11,2,17.29606363
6019927,-971748,0.07933195,0.121970428,7,9,6,61.87420388
5721779,-196606,0.275724384,0.193315135,9,9,5,64.62211474
9633726,1193091,0.153933768,0.109107864,4,11,2,9.255372562
7526360,1675085,0.257962999,-0.00518277,7,6,4,38.1570587
5174121,122691,0.113770158,0.175436356,9,1,6,36.75213453
3047506,-396265,0.241727529,0.037639064,8,13,3,82.9920427
620970,2633554,0.376393364,0.143729295,8,6,5,65.98504853
5023403,3108349,0.290339896,0.190161395,9,5,1,13.88598855
4023600,1968287,0.170510342,0.111968161,5,4,4,26.89506077
4289062,627977,0.250863876,-0.024731117,5,12,2,23.92610773
911868,-712398,0.191120179,0.015725148,3,6,6,46.69017478
1108971,-745666,0.220945622,0.172592113,5,6,3,68.29975985
9371210,1283771,0.180926674,0.068161412,8,14,0,41.96513259
3142234,1127597,0.200279775,0.085570147,5,6,3,49.02099226
6462331,2602397,0.245451202,0.133117709,4,2,3,28.04244332
3362913,1475675,0.100796956,0.1287426,8,14,5,48.92453857
3367752,-1754620,0.098094541,0.099515987,7,7,5,31.50547899
8354273,2077921,0.053374894,0.065393214,6,14,6,10.46632844
1951200,-997090,0.027967467,0.058113209,5,4,6,47.75567276
3598835,-75956,0.073926077,0.140052918,5,13,2,39.82265641
2058987,875300,0.239135501,0.118749867,2,12,6,20.25044422
2116985,3493501,0.112865498,0.061989,4,9,2,69.61693585
2399636,5164877,0.281633736,0.155747862,8,10,5,26.20382819
4082147,1410084,0.22416565,0.070967612,8,2,5,50.96382366
2025346,225205,-0.016220506,0.020383648,1,5,1,33.47413257
11475858,1301758,0.29859707,0.026872051,2,14,1,67.78438994
1336269,1831483,0.317295837,0.011488141,5,4,4,35.72341755
2711814,18998,0.100736479,0.060931299,9,9,5,9.856694405
2105932,3192817,0.270422985,0.166360699,7,4,0,54.58003806
13894142,845106,0.117220212,0.023643337,5,8,1,67.71179178
3979054,1246614,0.231720445,0.093193303,1,8,2,32.30299484
9173638,1498886,0.068260191,0.034031746,6,6,3,52.21992657
740025,1132379,0.004827226,0.061778367,8,6,6,42.32976889
4269683,1758410,0.174061937,-0.025702885,7,11,6,33.1111128
7957542,-425879,0.205152526,0.064562324,2,8,4,55.1336868
3549381,-337452,0.172278437,0.066440623,5,12,1,25.59935219
9487449,-1150231,0.077916333,0.117820156,4,13,3,40.58491369
1948775,1159251,0.172012113,0.095629664,9,12,3,44.63242108
13381014,1668404,0.25231537,-0.003887449,1,10,1,43.97960867
32569867,1186659,0.214612836,0.155893877,6,9,0,26.04267835
2274251,3011738,0.241900124,0.094721213,3,5,0,77.07289396
2093813,491605,0.139586176,0.093887546,9,11,4,62.72041599
13983442,1503112,0.36060615,0.079357235,5,1,0,57.82742606
15864145,-1137551,0.0788592,0.043756979,6,1,4,65.79783355
1937947,-80649,0.278507236,0.095246164,9,2,2,41.23770786
2147496,1543306,0.361826931,0.113291191,9,10,1,33.31677457
2466264,1773653,0.277708971,-0.042282698,8,10,3,20.39735604
852176,59049,0.195697093,0.042286741,9,5,4,27.33823142
1304523,392601,0.156604354,0.062153712,4,4,6,21.74757915
1197634,-1776810,0.344330518,0.097931942,6,1,0,30.49410133
1516935,-35543,0.049243009,0.16353177,5,4,6,44.97656127
3157575,1835574,0.103585089,0.025978143,5,4,4,56.45244819
4131762,1362807,0.172293068,0.045142671,4,10,5,55.95436314
15409588,1250998,0.368518451,0.044122612,2,4,4,18.91286239
1204585,574660,0.265572116,0.023893069,6,1,0,52.40432774
8747883,510594,0.103834509,0.055696945,9,9,5,60.58943387
2639265,-490481,0.182763075,0.133956155,1,14,5,35.42376769
3111253,1548242,0.146281223,0.006231515,7,3,0,61.5595005
6419299,1131459,0.134825321,0.109947008,6,13,5,55.76440468
1063714,1238028,0.337466747,-0.039133156,3,4,1,17.23736303
4791766,-289052,0.055390824,0.04070634,1,5,3,79.45125136
3861059,-2730014,0.413053703,0.056935749,4,13,6,27.11834385
5349166,2145729,0.319387563,0.197240177,9,13,1,57.23355906
4365174,-218256,0.3509034,0.060763839,2,7,1,56.58199601
38083822,-794163,0.164447259,-0.074087043,3,6,0,17.96778577
1727628,1540218,0.202007114,-0.059922223,2,5,0,43.22163072
1922242,-88018,0.048021782,0.082382071,2,8,6,56.36049359
1753035,2089904,0.157040511,0.12296396,8,14,3,17.77696046
1875757,1425508,0.279238582,0.10628191,3,1,4,41.79309088
1728237,1525353,0.375527567,0.091729907,7,7,1,57.86811498
10734962,-1548933,0.087141182,0.161358172,8,12,5,59.0303308
13531139,2317915,0.176139288,0.042228615,3,6,3,32.85268556
1847333,891875,0.201844094,0.142643739,2,11,1,67.79864589
1422098,-53915,0.052505296,-0.034241042,8,5,4,63.49939705
5237817,715082,0.290961909,0.016653652,3,7,5,44.34210335
1881870,-2164352,0.13312116,-0.046492898,7,3,1,28.13887402
6155963,1112979,0.196553158,0.060760829,1,1,2,19.0146672
4004474,-1044057,0.165766075,0.076761715,6,9,6,46.79582191
718022,-1529005,0.125279379,0.087987104,9,2,3,66.36122628
15363501,-1783538,0.219154602,0.084331835,3,13,6,37.35125202
19695045,2169032,0.194126851,0.015071267,7,10,0,24.53652681
1771276,-443895,0.175377054,0.066683141,6,3,1,54.84862993
2218403,2800591,0.132584605,-0.024821267,8,8,5,43.14122493
4350778,-303702,0.25834296,0.175426028,3,12,5,49.28628977
4567409,-2061036,0.418434072,0.058746175,3,10,3,30.54498392
6315669,-1174786,0.236786468,0.045777972,4,9,3,33.34267819
24402704,2353717,0.339534186,0.191225823,3,13,6,30.46007805
2738861,266152,0.053173369,-0.006957257,9,3,5,48.98504421
1471367,-322430,0.238931373,0.001208902,4,6,5,33.89087775
822974,740027,0.088315802,0.003264577,6,7,5,50.66363853
1573904,1252674,0.042769009,0.075249003,8,1,1,28.81531082
3162498,2176098,0.131275431,0.110214214,8,14,5,48.95502824
19669069,2672748,0.36302792,0.131777283,5,7,0,52.66806107
