company_id,company_name,country,industry,founded_year,company_age_years,stage,report_year,annual_revenue,gross_profit,net_profit,ebitda,revenue_growth_yoy,profit_margin,current_ratio,debt_equity_ratio,cash_balance,burn_rate_monthly,runway_months,previous_rounds,total_raised,last_round_amount,founder_ownership_pct,founder_experience_years,num_founders,has_board,has_audited_financials,monthly_active_users,monthly_revenue,customer_count,churn_rate,contracts_value,patents_count,financials_complete,documents_uploaded_count,fraud_flags,market_growth_pct,competition_index,country_risk_score,previous_disbursements_count,last_onchain_tx_age_days,onchain_event_count,team_changes_last_year,founder_criminal_flag,kyc_verified,investor_interest_score,success_count,failure_count,success_rate_pct,label_default_12m
C100083,Company_84,Philippines,Logistics,2001,24,mature,2025,47.44,3.86,7.92,3.86,0.232,0.167,1.23,1.576,16.69,100.0,0.17,2,378910.61,30286.59,42.58,32,1,0,1,485,3.95,53,0.017,16.89,0,0,6,0,0.084,0.215,0.473,6,103,2,2,0,1,0.234,0,0,70.0,0
C100084,Company_85,UK,E-commerce,2008,17,mature,2025,152.08,20.27,-7.05,20.27,0.168,-0.046,2.97,0.677,30.58,100.0,0.31,0,0.0,0.0,35.93,24,3,1,0,502,12.67,57,0.021,61.37,0,0,5,0,-0.002,0.425,0.134,6,259,2,2,0,1,0.186,1,2,61.54,0
C100085,Company_86,USA,E-commerce,2019,6,seed,2025,60.98,5.78,11.6,5.78,0.24,0.19,0.67,0.144,9.44,100.0,0.09,1,82837.52,60260.92,17.01,28,1,0,1,472,5.08,56,0.022,26.8,0,1,7,0,0.115,0.078,0.128,6,278,1,3,0,1,0.023,1,0,72.73,0
C100086,Company_87,UK,E-commerce,2005,20,seed,2025,63.6,8.39,-2.87,8.39,0.698,-0.045,0.65,2.441,29.95,100.0,0.3,1,98096.16,60578.87,79.41,38,3,1,1,489,5.3,48,0.019,28.02,0,1,2,0,0.03,0.46,0.204,7,333,0,1,0,1,0.028,3,0,76.92,0
C100087,Company_88,Canada,Dairy,2001,24,growth,2025,98.24,5.44,11.14,5.44,0.23,0.113,2.85,0.373,43.11,100.0,0.43,0,0.0,0.0,28.54,22,3,0,0,501,8.19,64,0.089,56.03,0,1,2,0,0.076,0.433,0.03,3,273,2,2,0,0,0.405,2,0,75.0,0
C100088,Company_89,Brazil,Software,2015,10,mature,2025,8.86,0.29,1.3,0.29,0.03,0.147,1.7,0.063,3.65,100.0,0.04,1,168261.26,54756.82,33.73,15,3,0,1,496,0.74,43,0.018,2.06,0,1,5,0,0.132,0.243,0.256,0,315,5,4,0,1,0.775,5,2,70.59,0
C100089,Company_90,Nigeria,Healthcare,2010,15,series_a,2025,12.22,1.64,-2.42,1.64,0.131,-0.198,2.1,1.232,3.05,100.0,0.03,0,0.0,0.0,29.37,34,4,0,0,555,1.02,55,0.05,0.71,0,1,5,0,0.052,0.08,0.514,6,202,2,2,0,1,0.429,1,1,66.67,0
C100090,Company_91,Brazil,Software,2000,25,seed,2025,50.3,8.09,6.69,8.09,-0.139,0.133,1.54,1.646,10.43,100.0,0.1,1,136713.93,40204.1,34.49,8,4,1,0,516,4.19,49,0.041,12.35,0,1,5,0,0.148,0.248,0.127,4,87,2,2,0,0,0.057,3,3,62.5,0
C100091,Company_92,Bangladesh,Energy,2024,1,series_a,2025,11.96,0.58,1.95,0.58,-0.421,0.163,0.73,0.956,0.73,100.0,0.01,1,11031.52,71727.0,29.11,24,1,0,0,483,1.0,45,0.031,2.27,0,1,4,0,0.031,0.139,0.087,6,33,0,4,0,0,0.261,1,2,61.54,0
C100092,Company_93,Germany,Logistics,2012,13,mature,2025,176.33,32.89,21.06,32.89,0.068,0.119,1.91,1.989,60.44,100.0,0.6,2,353103.44,5872.87,65.5,9,2,0,0,483,14.69,41,0.07,52.9,0,1,3,0,0.115,0.116,0.472,6,88,1,3,0,1,0.047,2,1,69.23,0
C100093,Company_94,Philippines,Fintech,2018,7,seed,2025,50.08,8.27,6.25,8.27,0.114,0.125,2.49,0.971,19.28,100.0,0.19,2,317308.35,90421.56,20.6,8,2,0,0,488,4.17,59,0.008,20.74,0,1,6,0,0.101,0.146,0.216,2,165,4,2,0,1,0.148,3,0,76.92,0
C100094,Company_95,Philippines,Energy,2000,25,growth,2025,35.34,6.0,-0.35,6.0,-0.236,-0.01,2.59,1.647,3.63,100.0,0.04,1,94875.18,83042.19,50.24,32,3,0,0,514,2.95,58,0.0,14.78,0,1,6,0,0.058,0.29,0.31,6,189,4,0,0,1,0.135,1,1,66.67,0
C100095,Company_96,Brazil,E-commerce,2006,19,series_a,2025,27.32,0.76,0.08,0.76,0.414,0.003,2.96,0.75,1.26,100.0,0.01,1,87327.49,78721.33,12.79,35,1,0,0,523,2.28,48,0.063,8.41,0,1,1,0,0.039,0.097,0.06,2,99,5,1,0,1,0.213,3,1,71.43,0
C100096,Company_97,Bangladesh,Healthcare,2012,13,seed,2025,13.99,1.92,1.34,1.92,0.16,0.096,2.43,2.015,0.36,100.0,0.0,0,0.0,0.0,19.0,7,4,0,1,485,1.17,60,0.028,7.24,0,1,4,1,0.031,0.642,0.285,6,82,5,0,0,1,0.188,1,2,61.54,0
C100097,Company_98,Philippines,Software,2013,12,series_a,2025,33.97,2.22,-2.94,2.22,0.233,-0.087,0.55,2.283,1.05,100.0,0.01,0,0.0,0.0,17.72,21,1,0,0,472,2.83,50,0.003,16.36,0,1,6,0,0.08,0.245,0.708,1,124,0,4,0,1,0.179,1,1,66.67,0
C100098,Company_99,Germany,Dairy,2000,25,mature,2025,17.6,0.63,-3.22,0.63,0.267,-0.183,0.85,2.291,1.11,100.0,0.01,1,71805.26,63139.22,59.83,23,1,1,0,538,1.47,53,0.013,0.73,0,1,0,0,0.174,0.263,0.374,6,169,2,3,0,1,0.067,3,0,76.92,0
C100099,Company_100,Kenya,Fintech,2000,25,seed,2025,34.57,0.6,-1.93,0.6,0.312,-0.056,1.01,1.636,3.85,100.0,0.04,0,0.0,0.0,10.51,24,1,0,1,490,2.88,51,0.028,9.21,0,1,4,0,0.12,0.274,0.184,6,131,1,2,0,1,0.17,2,2,64.29,0
C100100,Company_101,Kenya,Healthcare,2002,23,seed,2025,32.79,5.57,-0.87,5.57,0.458,-0.027,2.85,1.87,12.25,100.0,0.12,1,14996.37,40785.75,26.79,16,4,1,0,497,2.73,47,0.008,3.67,0,0,0,0,0.063,0.268,0.579,3,285,0,3,0,1,0.149,0,3,53.85,0
C100101,Company_102,Canada,Fintech,2015,10,mature,2025,12.34,1.48,1.13,1.48,0.152,0.091,2.33,2.309,6.02,100.0,0.06,0,0.0,0.0,30.07,36,2,0,1,467,1.03,52,0.032,4.32,0,1,3,0,0.013,0.303,0.44,4,16,1,4,0,1,0.229,1,1,66.67,0
C100102,Company_103,Brazil,Dairy,2002,23,seed,2025,25.13,2.68,-1.98,2.68,0.705,-0.079,0.92,1.139,7.85,100.0,0.08,3,127333.67,67001.88,37.87,12,1,0,1,494,2.09,41,0.085,12.26,0,0,7,0,0.176,0.13,0.2,5,188,3,3,0,1,0.226,0,2,58.33,0
C100103,Company_104,Bangladesh,Manufacturing,2011,14,mature,2025,88.75,3.46,-9.24,3.46,0.573,-0.104,0.65,1.73,6.07,100.0,0.06,0,0.0,0.0,44.1,7,4,0,1,547,7.4,39,0.021,32.84,0,1,2,0,0.164,0.615,0.125,2,209,4,2,0,0,0.337,0,1,63.64,0
C100104,Company_105,India,Logistics,2018,7,series_a,2025,68.35,7.04,1.62,7.04,-0.025,0.024,0.75,0.048,32.96,100.0,0.33,1,138207.29,93324.1,18.66,24,4,1,0,470,5.7,56,0.036,36.88,0,1,4,0,0.122,0.221,0.07,3,340,5,0,0,0,0.338,2,2,64.29,0
C100105,Company_106,Philippines,Software,2011,14,seed,2025,34.11,5.57,-0.74,5.57,0.358,-0.022,1.47,2.489,2.58,100.0,0.03,3,563835.99,28281.11,45.28,33,3,0,0,513,2.84,63,0.024,16.33,0,0,5,0,0.037,0.104,0.039,5,62,0,1,0,1,0.148,1,1,66.67,0
C100106,Company_107,Philippines,Energy,2015,10,mature,2025,241.91,16.4,-46.77,16.4,0.339,-0.193,2.49,0.232,35.88,100.0,0.36,0,0.0,0.0,23.99,31,3,0,0,491,20.16,48,0.033,84.49,0,0,6,0,0.104,0.108,0.523,1,123,0,3,0,1,0.326,0,5,46.67,0
C100107,Company_108,Nigeria,Software,2012,13,series_a,2025,22.11,0.03,2.83,0.03,-0.101,0.128,1.64,0.988,0.79,100.0,0.01,0,0.0,0.0,55.99,21,4,0,0,509,1.84,38,0.054,6.06,0,1,2,0,0.073,0.298,0.129,7,237,3,3,0,1,0.049,4,2,68.75,0
C100108,Company_109,Nigeria,Dairy,2019,6,growth,2025,18.38,3.55,-1.45,3.55,0.023,-0.079,2.86,1.005,5.33,100.0,0.05,0,0.0,0.0,45.06,7,2,0,0,502,1.53,45,0.075,10.98,0,1,4,0,0.125,0.265,0.374,2,98,0,0,0,1,0.184,1,2,61.54,0
C100109,Company_110,Philippines,Healthcare,2013,12,mature,2025,360.85,51.02,-60.68,51.02,0.357,-0.168,1.11,1.35,167.31,100.0,1.67,1,56184.58,58540.33,18.37,9,2,0,0,470,30.07,51,0.038,149.42,0,1,6,0,0.077,0.189,0.502,3,105,4,3,0,1,0.105,1,4,53.33,0
C100110,Company_111,Kenya,AgTech,2001,24,series_a,2025,23.41,0.63,-2.64,0.63,0.462,-0.113,2.88,0.218,2.52,100.0,0.03,1,29500.48,29683.07,17.68,17,4,0,1,480,1.95,54,0.045,13.72,0,1,2,0,0.0,0.225,0.131,5,333,4,2,0,1,0.063,1,2,61.54,0
C100111,Company_112,Nigeria,Software,2009,16,seed,2025,8.76,1.32,-1.2,1.32,-0.398,-0.137,1.69,1.001,2.57,100.0,0.03,1,106155.83,6065.39,18.12,11,1,0,1,499,0.73,43,0.045,1.7,0,1,1,0,0.177,0.078,0.193,6,251,0,4,0,1,0.187,1,1,66.67,0
C100112,Company_113,Bangladesh,AgTech,2015,10,seed,2025,26.68,2.8,-0.12,2.8,-0.168,-0.005,2.17,0.801,12.17,100.0,0.12,0,0.0,0.0,28.16,30,2,0,1,508,2.22,49,0.005,13.14,0,1,4,0,0.031,0.266,0.502,0,357,1,2,0,0,0.072,2,2,64.29,0
C100113,Company_114,Brazil,Retail,2009,16,growth,2025,29.61,5.5,-0.37,5.5,-0.09,-0.012,2.1,0.935,7.92,100.0,0.08,1,98184.13,36173.11,32.62,21,1,0,0,513,2.47,35,0.016,0.21,0,1,2,0,0.095,0.166,0.142,2,263,0,4,0,0,0.045,4,3,64.71,0
C100114,Company_115,Canada,Manufacturing,2005,20,seed,2025,38.78,4.44,-7.0,4.44,-0.062,-0.18,1.37,1.789,5.6,100.0,0.06,2,299256.81,67847.85,44.8,7,2,0,0,490,3.23,41,0.07,19.98,0,1,0,0,0.081,0.103,0.058,5,292,3,3,0,1,0.113,2,1,69.23,0
C100115,Company_116,USA,Software,2009,16,series_a,2025,27.01,0.79,4.45,0.79,0.587,0.165,2.11,0.699,2.34,100.0,0.02,2,184708.95,41141.7,40.08,10,3,0,0,486,2.25,47,0.036,4.31,0,0,1,0,0.071,0.495,0.103,2,111,5,3,0,0,0.379,1,0,72.73,0
C100116,Company_117,Germany,Fintech,2021,4,seed,2025,64.49,2.82,-6.98,2.82,0.227,-0.108,0.85,1.274,11.44,100.0,0.11,0,0.0,0.0,37.13,39,2,1,0,482,5.37,40,0.119,35.22,0,0,7,0,0.049,0.005,0.121,1,8,5,0,0,1,0.067,2,2,64.29,0
C100117,Company_118,USA,Manufacturing,2024,1,mature,2025,20.2,3.9,1.32,3.9,-0.153,0.065,2.79,1.509,8.07,100.0,0.08,2,126775.02,10915.34,28.24,12,1,0,1,523,1.68,38,0.021,5.05,0,0,4,0,0.085,0.431,0.233,1,255,2,0,0,1,0.112,3,2,66.67,0
C100118,Company_119,Nigeria,Manufacturing,2011,14,seed,2025,7.79,0.37,1.16,0.37,0.306,0.149,1.3,1.518,0.7,100.0,0.01,2,307320.87,15243.74,25.31,23,3,0,1,497,0.65,55,0.022,3.42,0,0,6,0,0.078,0.376,0.022,2,278,0,2,0,1,0.248,1,0,72.73,0
C100119,Company_120,Germany,Manufacturing,2025,0,mature,2025,31.3,3.34,5.66,3.34,0.288,0.181,2.08,1.629,2.3,100.0,0.02,0,0.0,0.0,8.23,9,3,0,0,498,2.61,63,0.005,0.53,0,1,2,0,0.033,0.069,0.074,2,91,4,1,0,0,0.241,2,2,64.29,0
C100120,Company_121,Nigeria,Energy,2018,7,seed,2025,42.07,0.06,-2.72,0.06,0.385,-0.065,0.87,0.479,16.71,100.0,0.17,0,0.0,0.0,50.22,9,2,1,0,519,3.51,48,0.046,10.26,0,1,7,0,0.14,0.367,0.124,5,164,2,3,0,1,0.088,3,2,66.67,0
C100121,Company_122,Bangladesh,Software,2000,25,growth,2025,11.35,1.98,-1.49,1.98,-0.225,-0.131,2.91,1.555,0.52,100.0,0.01,0,0.0,0.0,11.88,20,3,0,0,479,0.95,59,0.038,4.56,0,1,7,0,0.072,0.163,0.249,2,14,3,0,0,1,0.171,2,1,69.23,0
C100122,Company_123,Philippines,Fintech,2013,12,series_a,2025,12.46,1.18,-1.54,1.18,0.145,-0.123,1.4,1.076,3.36,100.0,0.03,1,162065.93,34522.51,28.78,33,3,0,0,503,1.04,64,0.052,4.17,0,0,1,0,0.2,0.174,0.268,3,290,0,4,0,1,0.15,2,0,75.0,0
C100123,Company_124,Kenya,Healthcare,2005,20,mature,2025,127.43,14.87,21.26,14.87,0.497,0.167,2.21,0.551,52.53,100.0,0.53,0,0.0,0.0,32.11,14,4,1,1,482,10.62,40,0.012,56.18,0,0,2,0,0.084,0.289,0.502,2,234,2,0,0,1,0.347,2,1,69.23,0
C100124,Company_125,Brazil,Healthcare,2025,0,seed,2025,2.82,0.42,0.54,0.42,0.806,0.192,0.8,2.27,0.16,100.0,0.0,2,272331.29,18166.21,29.18,39,2,0,0,500,0.24,43,0.061,0.03,0,1,6,0,0.079,0.121,0.176,5,205,2,3,0,0,0.152,1,0,72.73,0
C100125,Company_126,Philippines,Software,2017,8,series_a,2025,70.81,1.43,-11.54,1.43,0.116,-0.163,1.16,2.302,32.86,100.0,0.33,0,0.0,0.0,22.03,8,4,0,1,490,5.9,57,0.069,15.57,0,0,6,0,0.021,0.071,0.261,5,155,4,2,0,1,0.105,1,2,61.54,0
C100126,Company_127,UK,Manufacturing,2018,7,seed,2025,7.06,1.02,0.84,1.02,0.209,0.119,0.72,1.391,0.67,100.0,0.01,0,0.0,0.0,3.7,28,1,0,0,531,0.59,50,0.066,0.22,0,1,5,0,0.076,0.274,0.453,3,352,5,3,0,1,0.337,0,1,63.64,0
C100127,Company_128,Brazil,Logistics,2017,8,series_a,2025,15.89,1.02,2.87,1.02,-0.097,0.181,2.31,0.935,6.25,100.0,0.06,2,182819.66,38242.86,54.06,34,4,0,0,506,1.32,60,0.008,6.94,0,1,4,0,0.094,0.13,0.182,5,9,0,0,0,1,0.207,2,1,69.23,0
C100128,Company_129,Canada,Retail,2002,23,growth,2025,126.04,10.53,16.36,10.53,0.488,0.13,0.68,0.821,61.78,100.0,0.62,1,106050.12,4715.34,8.4,39,2,1,0,497,10.5,46,0.129,19.43,0,0,3,0,0.115,0.148,0.062,2,152,4,4,0,1,0.244,4,2,68.75,0
C100129,Company_130,UK,Logistics,2016,9,seed,2025,51.82,2.88,10.17,2.88,-0.522,0.196,1.6,2.571,17.89,100.0,0.18,0,0.0,0.0,39.56,19,4,0,0,489,4.32,50,0.019,1.49,0,1,3,0,0.051,0.143,0.271,3,162,1,0,0,1,0.241,2,4,56.25,0
C100130,Company_131,India,Dairy,2019,6,mature,2025,43.76,8.48,0.69,8.48,-0.027,0.016,1.71,0.191,12.27,100.0,0.12,2,363594.79,19932.97,33.76,25,1,0,1,494,3.65,47,0.036,7.04,0,1,3,0,0.086,0.337,0.385,6,289,3,4,0,0,0.152,0,2,58.33,0
C100131,Company_132,Kenya,Manufacturing,2016,9,seed,2025,21.41,1.28,0.89,1.28,-0.314,0.042,2.92,0.392,4.12,100.0,0.04,0,0.0,0.0,45.21,33,3,0,0,498,1.78,38,0.002,9.91,0,1,0,0,0.035,0.082,0.195,6,14,0,2,0,1,0.342,3,1,71.43,0
C100132,Company_133,Philippines,AgTech,2005,20,seed,2025,48.93,4.5,7.6,4.5,-0.253,0.155,2.02,0.565,19.79,100.0,0.2,0,0.0,0.0,27.4,1,3,0,0,482,4.08,55,0.074,7.59,0,1,0,0,0.073,0.084,0.161,3,5,3,4,0,1,0.015,3,1,71.43,0
C100133,Company_134,USA,Fintech,2012,13,mature,2025,21.55,0.82,-3.89,0.82,0.032,-0.18,1.25,1.152,9.24,100.0,0.09,0,0.0,0.0,26.68,29,3,0,1,505,1.8,52,0.092,10.44,0,0,0,0,-0.005,0.223,0.364,1,21,0,0,0,1,0.119,3,1,71.43,0
C100134,Company_135,Canada,Fintech,2010,15,seed,2025,27.01,5.12,4.64,5.12,0.494,0.172,0.67,1.369,8.34,100.0,0.08,1,49213.17,60596.15,16.11,6,3,0,0,464,2.25,45,0.047,7.1,0,1,0,0,0.065,0.239,0.175,0,212,3,4,1,1,0.187,1,0,72.73,0
C100135,Company_136,Kenya,Fintech,2025,0,growth,2025,86.52,4.52,-15.8,4.52,0.206,-0.183,0.54,1.551,23.32,100.0,0.23,0,0.0,0.0,8.83,10,3,0,0,522,7.21,45,0.046,25.04,0,1,1,0,0.019,0.404,0.068,0,339,4,2,0,1,0.023,1,1,66.67,0
C100136,Company_137,Canada,E-commerce,2004,21,seed,2025,29.99,3.45,-5.58,3.45,0.246,-0.186,2.47,0.052,8.38,100.0,0.08,1,7147.6,42246.97,37.74,4,1,0,0,504,2.5,64,0.029,15.51,0,1,4,0,0.032,0.313,0.382,3,280,2,0,0,1,0.107,3,0,76.92,0
C100137,Company_138,USA,Fintech,2004,21,growth,2025,50.07,9.91,-0.93,9.91,0.052,-0.019,1.7,1.509,8.25,100.0,0.08,4,664192.82,31046.89,15.37,1,1,0,1,488,4.17,46,0.004,15.83,0,1,4,0,0.173,0.299,0.267,5,29,0,2,0,1,0.436,0,7,41.18,0
C100138,Company_139,Brazil,Dairy,2020,5,series_a,2025,57.65,3.73,-2.59,3.73,-0.036,-0.045,2.84,1.09,11.6,100.0,0.12,1,119192.81,59543.82,20.53,10,2,0,0,463,4.8,43,0.129,2.48,0,0,1,0,0.024,0.071,0.373,2,127,1,0,0,1,0.025,0,1,63.64,0
C100139,Company_140,Canada,E-commerce,2001,24,seed,2025,14.65,1.42,-1.87,1.42,0.448,-0.128,0.51,2.81,0.91,100.0,0.01,1,104583.18,48227.77,38.24,20,3,1,0,518,1.22,40,0.026,7.04,0,0,1,0,0.007,0.194,0.166,5,349,4,3,0,0,0.14,1,2,61.54,0
C100140,Company_141,UK,Dairy,2019,6,series_a,2025,30.8,2.35,1.92,2.35,0.41,0.062,1.2,2.166,13.31,100.0,0.13,1,15424.45,45123.49,15.3,13,2,0,0,504,2.57,56,0.068,0.09,0,1,6,0,0.197,0.448,0.137,3,83,5,2,0,0,0.254,0,2,58.33,0
C100141,Company_142,Nigeria,Healthcare,2019,6,series_a,2025,8.03,0.93,-1.36,0.93,0.394,-0.17,1.23,0.502,1.57,100.0,0.02,0,0.0,0.0,45.5,33,4,0,0,490,0.67,49,0.04,0.19,0,0,7,0,0.069,0.133,0.443,0,132,2,0,0,1,0.144,0,2,58.33,0
C100142,Company_143,Kenya,E-commerce,2015,10,series_a,2025,22.49,3.36,-1.29,3.36,0.067,-0.057,1.88,2.45,10.8,100.0,0.11,1,12813.47,98447.88,22.45,33,4,0,1,474,1.87,45,0.047,11.28,0,0,1,0,0.187,0.161,0.352,0,280,2,4,0,1,0.269,1,6,47.06,0
C100143,Company_144,Canada,Logistics,2002,23,series_a,2025,15.79,0.04,0.14,0.04,0.293,0.009,0.65,2.763,6.92,100.0,0.07,0,0.0,0.0,11.81,13,4,0,0,486,1.32,52,0.009,2.68,0,0,1,0,0.091,0.242,0.047,4,329,5,3,0,1,0.081,3,0,76.92,0
C100144,Company_145,Brazil,Healthcare,2014,11,seed,2025,26.47,4.8,0.76,4.8,-0.024,0.029,0.81,1.602,11.67,100.0,0.12,1,59238.01,33126.16,12.76,18,3,0,0,536,2.21,50,0.063,10.42,0,1,4,0,0.117,0.115,0.117,3,82,0,3,0,1,0.318,3,2,66.67,0
C100145,Company_146,Brazil,Software,2012,13,growth,2025,24.45,1.69,3.11,1.69,-0.058,0.127,0.75,2.886,8.06,100.0,0.08,1,196382.28,14339.98,49.12,29,4,1,0,481,2.04,52,0.076,7.36,0,1,1,0,0.12,0.422,0.262,6,137,5,0,0,1,0.108,1,2,61.54,0
C100146,Company_147,Kenya,Dairy,2010,15,mature,2025,41.22,3.62,7.8,3.62,0.02,0.189,1.85,2.904,5.57,100.0,0.06,1,71918.9,56596.85,41.06,33,1,1,0,518,3.43,60,0.042,4.07,0,0,0,0,0.04,0.488,0.046,6,206,1,0,0,1,0.202,0,1,63.64,0
C100147,Company_148,USA,Dairy,2005,20,mature,2025,224.62,18.36,28.48,18.36,0.45,0.127,0.7,0.146,51.55,100.0,0.52,1,29040.37,15597.81,26.41,10,2,0,0,510,18.72,53,0.021,14.09,0,0,3,0,0.018,0.576,0.36,0,256,1,1,0,1,0.296,3,1,71.43,0
C100148,Company_149,Nigeria,Logistics,2016,9,series_a,2025,4.0,0.05,-0.22,0.05,0.177,-0.055,2.97,0.118,1.32,100.0,0.01,1,108756.93,48753.26,29.07,15,2,0,0,523,0.33,53,0.028,1.33,0,1,2,0,0.036,0.212,0.177,5,118,0,4,0,1,0.293,2,1,69.23,0
C100149,Company_150,Kenya,E-commerce,2007,18,growth,2025,163.53,16.13,-8.29,16.13,-0.287,-0.051,2.75,2.023,52.38,100.0,0.52,1,20346.05,53203.78,3.9,13,3,1,0,512,13.63,50,0.036,82.55,0,1,1,0,0.024,0.273,0.286,2,336,2,1,0,1,0.176,1,3,57.14,0
C100150,Company_151,Bangladesh,Energy,2020,5,series_a,2025,79.69,4.76,11.6,4.76,-0.238,0.146,0.98,0.349,24.86,100.0,0.25,0,0.0,0.0,37.35,4,3,0,1,466,6.64,53,0.003,9.25,0,1,6,0,-0.01,0.288,0.265,0,175,2,4,0,1,0.095,1,1,66.67,0
C100151,Company_152,Brazil,Energy,2011,14,seed,2025,64.72,4.96,-3.28,4.96,0.235,-0.051,2.04,1.002,26.59,100.0,0.27,2,203895.24,67074.14,40.32,10,1,0,0,529,5.39,47,0.07,17.07,0,0,6,0,0.031,0.347,0.336,0,124,3,3,0,0,0.047,4,1,73.33,0
C100152,Company_153,Canada,Fintech,2011,14,series_a,2025,59.82,8.63,-4.2,8.63,0.31,-0.07,2.14,2.877,27.89,100.0,0.28,1,169963.22,43323.06,31.62,21,3,0,0,525,4.98,49,0.039,10.5,0,1,0,0,0.099,0.352,0.432,1,227,0,4,0,1,0.062,2,1,69.23,0
C100153,Company_154,Philippines,Software,2009,16,mature,2025,4.66,0.38,-0.38,0.38,0.792,-0.081,2.34,1.113,1.69,100.0,0.02,1,79672.79,22986.14,20.64,33,1,1,0,496,0.39,57,0.009,0.65,0,1,1,0,0.127,0.073,0.248,6,333,2,4,0,0,0.074,2,2,64.29,0
C100154,Company_155,Nigeria,Manufacturing,2024,1,growth,2025,11.64,0.95,-1.65,0.95,0.543,-0.142,0.78,1.731,0.35,100.0,0.0,4,120422.82,56143.67,34.07,10,1,0,0,578,0.97,47,0.055,0.84,0,1,0,0,0.144,0.618,0.308,4,40,2,4,0,1,0.116,1,2,61.54,0
C100155,Company_156,Canada,Software,2000,25,seed,2025,30.67,0.45,5.7,0.45,0.796,0.186,1.71,0.281,11.85,100.0,0.12,0,0.0,0.0,30.0,10,4,0,1,531,2.56,52,0.05,12.48,0,0,2,0,0.125,0.123,0.22,4,205,3,1,0,1,0.184,1,1,66.67,0
C100156,Company_157,Germany,Fintech,2010,15,mature,2025,28.89,1.04,3.54,1.04,0.649,0.123,2.9,1.155,5.12,100.0,0.05,1,146760.69,58403.59,18.24,24,4,0,0,511,2.41,47,0.086,15.41,0,1,5,0,0.069,0.491,0.234,6,298,3,4,0,1,0.226,3,0,76.92,0
C100157,Company_158,Nigeria,AgTech,2001,24,series_a,2025,27.49,1.59,1.46,1.59,-0.314,0.053,1.23,1.199,11.76,100.0,0.12,1,56403.06,95509.38,21.17,3,3,0,1,515,2.29,64,0.065,3.85,1,1,5,0,0.122,0.279,0.432,1,230,0,2,0,1,0.069,2,2,64.29,0
C100158,Company_159,Kenya,Healthcare,2011,14,mature,2025,34.13,0.65,0.83,0.65,0.232,0.024,1.0,1.24,3.79,100.0,0.04,0,0.0,0.0,32.92,17,2,0,1,529,2.84,49,0.086,12.59,0,1,2,0,0.073,0.072,0.418,2,106,1,1,0,1,0.173,3,0,76.92,0
C100159,Company_160,Canada,Dairy,2012,13,seed,2025,3.42,0.14,0.44,0.14,-0.382,0.129,1.5,0.451,0.88,100.0,0.01,1,170509.68,70899.75,14.67,9,4,1,0,483,0.29,52,0.026,0.55,0,0,4,0,0.05,0.191,0.115,6,0,0,0,0,0,0.183,1,0,72.73,0
C100160,Company_161,Canada,Fintech,2012,13,series_a,2025,10.06,2.01,-0.6,2.01,0.058,-0.059,2.72,0.145,2.88,100.0,0.03,0,0.0,0.0,43.76,30,4,0,0,515,0.84,36,0.122,5.02,0,0,5,0,0.098,0.478,0.255,5,114,4,2,0,1,0.141,1,1,66.67,0
C100161,Company_162,Canada,Retail,2002,23,series_a,2025,6.27,0.83,-0.51,0.83,0.224,-0.081,2.78,1.826,1.78,100.0,0.02,1,62016.25,70825.36,30.52,25,2,0,0,487,0.52,48,0.02,3.09,0,0,1,0,0.077,0.137,0.163,1,20,1,1,0,1,0.301,1,1,66.67,0
C100162,Company_163,Germany,Retail,2018,7,growth,2025,21.09,0.42,2.48,0.42,0.013,0.118,1.18,2.565,3.79,100.0,0.04,1,12990.75,70801.27,19.43,33,2,0,0,522,1.76,49,0.029,8.93,0,0,6,0,0.072,0.347,0.43,3,3,5,2,0,1,0.104,1,2,61.54,0
C100163,Company_164,UK,Energy,2008,17,seed,2025,11.89,1.57,0.87,1.57,0.048,0.073,1.96,2.928,3.22,100.0,0.03,0,0.0,0.0,54.94,1,4,0,0,493,0.99,57,0.075,1.42,0,1,1,0,0.105,0.093,0.136,2,309,0,1,0,1,0.096,0,2,58.33,0
C100164,Company_165,India,Healthcare,2019,6,growth,2025,21.21,4.09,-0.88,4.09,0.155,-0.042,1.85,0.864,1.46,100.0,0.01,1,190433.56,3198.08,14.42,25,3,0,0,502,1.77,57,0.021,5.12,0,1,7,0,0.155,0.063,0.367,6,133,0,0,0,0,0.159,2,0,75.0,0
C100165,Company_166,India,Manufacturing,2023,2,mature,2025,12.34,1.69,0.33,1.69,0.034,0.027,2.43,1.306,5.85,100.0,0.06,6,154166.74,69175.86,51.68,12,1,0,0,516,1.03,43,0.026,6.65,0,1,0,0,0.095,0.127,0.743,7,287,4,2,0,1,0.152,2,1,69.23,0
C100166,Company_167,Brazil,Manufacturing,2025,0,seed,2025,6.19,0.31,0.89,0.31,0.636,0.144,2.95,1.841,2.47,100.0,0.02,0,0.0,0.0,22.18,19,3,0,0,506,0.52,50,0.036,3.29,0,0,3,0,0.079,0.158,0.63,1,297,4,3,0,1,0.238,3,0,76.92,0
C100167,Company_168,Canada,E-commerce,2014,11,growth,2025,74.63,8.75,-11.2,8.75,0.323,-0.15,2.04,2.958,24.15,100.0,0.24,2,40678.2,18015.5,62.65,27,4,0,1,471,6.22,43,0.053,2.91,0,1,2,0,0.14,0.451,0.201,0,340,0,1,0,0,0.161,1,2,61.54,0
